1052,nHVDXmuQ5gU,"Do the individuals shown look dangerous?","Yes, they look strong and well armed."
1053,Zu3sAihs5kM,"How many bunches of sausages are in the video?","Two"
1054,wvOTQGn7pXM,"what is this split wood good for?","to start a fire"
1055,rdSDmgvcd4c,"how many pony tails in the video?","two"
1056,eFj5sGtr90c,"After being told not to flirt with the man","She's thinking of marrying him and having children."
1057,m_KAIRbH1eU,"how many times the needle is threading into the loops?","three"
1058,QVzw7AJNN-c,"Does the bus make it across the creek?","the video ends too soon to tell, but it looks like it will."
1059,YmxmJxwaQ3s,"What happens after the young man brews a cup of tea or coffee for a young woman?","She gets up off the couch and gives him a hug."
1060,fBkL6jrYI_M,"How did Gabriel learn to swim?","He is self-taught."
1061,nW9c1wVinuo,"What is the young woman trying to tell the young man in the yellow shirt?","Even though he has a crush on her, she has a crush on the other young man."
1062,kLxmqkfY__M,"what is the animal looking atwhen turning back?","a big stuffed bird"
1063,Vt_vxdyTBPg,"Is the T-shirt the man is wearing the correct size?","No, it's too big.  "
1064,xOjGUEdFeyA,"What does the propeller plane do after it flies over the ridge of a large hill?","It hugs the ground as it goes down the hill and drops some sort of chemical on the surface."
1065,yXy8iosQCIE,"Where is the young man taking a person after motioning them to be quiet?","A man shows someone to a room with two ladies, a man and a small boy."
1066,nKtkIR1109Q,"how many blue window ownings are in the video?","two"
1067,xXFJCofVRkA,"What is the man doing with his face in this video?","He is distorting its shape and moving his mouth to match the different ring tones on a phone."
1068,h395tgaLM7k,"What does the man do after he finishes talking to a woman in the room?","The man stops talking, turns and looks into the camera."
1069,l38HO90efH0,"Why did the woman in the video faint?","She reacted to the first person moon walking."
1070,SD70iKf73dg,"How many teeth were pulled out?","One"
1071,YbI9lWwa59Y,"Does the paint on the toothpick help make the eyelashes more attractive?","Not much."
1072,nGD9kPpk9-k,"Who is this man talking about at the end of the video?","Kim Jong Un"
1073,kMzwOicS1nk,"What did the teacher discover after turning the television around?","The teacher discovered the students were paying attention in class because the world cup was won."
1074,aCV-28B8LaE,"What does the teacher do to the student?","She slaps him for being insolent"
1075,pTk_qmpoRqY,"Why does the man lie down on the couch?","He is tired after a long day of interviews."
1076,m48r220JCGw,"What happens after some men enter a building with their faces covered?","A man is taken and placed in a car then the car drives off."
1077,s8lOkLrpqvM,"What happens after the man says ""I love you""?","He gets slapped in the face."
1078,i0P8fEIKXgs,"What does the person do in this video?","He grinds down a plastic angry birds character to nothing."
1079,V-rPWKeOR_U,"One or two experts (in black and/or orange) individually show how to make key moves in gunshu.  how long is the stick they wield?","About as long as they are tall."
1080,x3UQcBxODik,"Does the video provide good advice on the best trees for privacy barriers?","Yes. it covers height and density concerns."
1081,jYp7FadU63A,"What is the girl in the white blouse doing?","The girl in the white blouse is speaking into the camera."
1082,xKqihY1WOkI,"What do the three actresses in this skit do at the end?","The mother drives her pink Jeep while the daughters ride in a toy pink Jeep."
1083,jwdfCTARskc,"What is the tennis player doing?","Praticing his long serve."
1084,hT4pzWhdohE,"What did the man clean after he cleaned the sink and the stovetop?","He cleaned a vehicle wheel."
1085,WdkLlycSnso,"How many drivers drive a train locomotive ?","Two"
1086,_rLSc6WNu1A,"Why is the woman holding the man's hand?","They have known each other for a long time."
1087,iID4WiDoog4,"what does the man look at after putting the container on his shoulder?","his watch"
1088,hnEW-dPdy7Y,"What does the displayed text say in this video?","Help, why do I look so hot as a guy"
1089,zBihsefgvsM,"What clue is there that Abdu Rozik is upset by what was said to him?","His face becomes puckered as he tries to hold back tears."
1090,_maqjqycA1k,"How many of the ground crew can we see?","five"
1091,hE5mVeXvGoc,"what did the man insert into the sox?","shin guards"
1092,VrCPkZYmCQI,"what is the girl doing after applying make up?","she puts on slippers"
1093,fGerfHQWQUw,"Why did the one MMA fighter not finish the fight?","His opponent's leg kick was very painful and disabling so he had to withdraw."
1094,ho7XCHo0PJI,"The first few notes were played on what instrument?","Piano."
1095,_gpovV_0aAQ,"Which car is ahead in the race?","The Tesla"
1096,xGj5OBqqgag,"What is the main idea of the video?","The video is a cartoon with characters in it."
1097,ru1ZSA5ROwI,"How many cars are in the video?","Six"
1098,TW_paMe8t_c,"Is the Rhino dancing?","no"
1099,adANfBE_S7M,"What happens after the sink is full of water?","Two ducklings start swimming in it."
1100,Z2Ie2BSEHCs,"How many football stars are pictured?","11."
1101,np9zMQMMbpw,"What happens to the man after he paints his face blue?","He bumps his head on a bucket. "
1102,sCJNX42UOsc,"What's being done?","An angular scraper is being used to remove dried glue from a crack."
1103,egHQ0Vln-w8,"what color vase is on the table in the last scene of the video?","green"
1104,ldeOTJzDw8I,"What is the man in the video doing?","He is speaking about features of a computer program."
1105,fjCLjGg-joI,"where Is this video shot?","In the Gym"
1106,vqA9P2B0J6g,"What is the young man doing in the video?","He is demonstrating exercises to reduce pain in the back muscles."
1107,a651sqGPgVw,"What is the dog doing to these puppies at the end of the video?","He's urinating on them."
1108,adUxMWsB5Gw,"how many mouse clicks are in the video?","three"
1109,_hqcDBU-AQ4,"What happens after a young man gets out of the front seat of a car?","After he gets out of the car the man in the drivers seat notices his seat is wet."
1110,b8mWCPtV2qE,"What does Tom Cruise say at the end of the video?","When asked does if he watches movies, he said he loves movies and tries to watch them at least once a day."
1111,tf9RleNsq20,"Why does a man sleeping jump out of the front seat of a van after it stops? ","A man jumps out of the front seat of a van after it stops because he thought his hat had blown off."
1112,uTFVSkHCVnw,"What is one woman doing with another woman?","One woman is having a conversation with another woman."
1113,Yq7lryaeOlA,"What happens to the stairs at the end of the video?","The stairs are changed to a completely different set."
1114,mFd5D5_cVIE,"What happened in the last bowling frame?","The bowler knocked all but one pin down with 1 ball."
1115,txfJcW3PTdA,"What is the gold spray composed of?","gold. "
1116,YN9O9WhdC5M,"What happens at the end of the video?","The man is exercising in a gym on the floor and stops and places his hands over his head."
1117,iCpTWjqFrC4,"What are the people doing?","Applying sunscreen."
1118,lhMM6Li1c4s,"What is the issue for these two friends?","getting the correct verb tense for the timing of the celebration."
1119,_hFToRa6MHI,"how many pedestrians pass behind the woman while she is on the phone?","seven"
1120,U_0Izs1MwNs,"how many babies we see?","five"
1121,v_sIr43pAe8,"why aren't the boxes falling down?","they are connected to each other?"
1122,l6fapJY0OkI,"During a juice tasting challenge what happens to the girl?","When the girl chooses the wrong juice the boy next to her smashed a pie into her face."
1123,qYUNbXU8wNU,"how many other cars do we see out of the car window?","one"
1124,SifzBwWTDck,"What sound is heard every time the emoji changes?","A pop."
1125,jJE6GY90Ozo,"How many soldiers in the video?","One"
1126,ujvnBLaRkbo,"How many bottles of Pepsi get spilled?","Three"
1127,zGqUc6sGkPo,"What does the man in the black outfit do in this video?","He first dances with another person, then he does a complex break dance routine ending in a back flip."
1128,zLerDW8pE7E,"why is the kid happy?","his mother bought what he wanted"
1129,rmT_H8D2qZo,"Why is the woman riding the horse back and forth on the beach?","To exercise the horse."
1130,lc3soyCPUo4,"What color shirt is the dancer wearing?","Black and yellow."
1131,hzQZ3e_2JaE,"What does the narrator want the viewer to see in this video?","He wants you to see how cute his puppy's face is, which is why he keeps interrupting the puppy's eating to hold his face up."
1132,XUxgR4iDrkw,"What is this special machine used for?","To put out a fire."
1133,gwbJksi6Xps,"Why is the man yelling yes when he sees the transformer as a robot instead of it as a car?","The person that built the Lego transformer prefers it to be a robot instead of a car."
1134,W9efYszHoug,"What colors is the princess wearing?","Red, white, and grey."
1135,cXDHxgQL04U,"What does the person do after holding and handling a normal size plastic bottle of a blue colored drink?","He takes a miniature size plastic bottle of blue Kool-Aid out of a mini cardboard bottle carrier."
1136,uouazSQCUgs,"Why is a man leaving a jail?","He is leaving because he is being transferred to another facility pending his petition for bail."
1137,vFtUzYszYFM,"Which box should i choose?","It doesn't matter, they are identical."
1138,moI98CA5-w0,"Why was the young man crying?","He had dropped his phone into the water."
1139,xa9MSlyVzcA,"Why did the young woman scream and run to the door?","Someone hiding under the bed tapped the top of her foot."
1140,aKfniLumZl4,"Is There real snow in the video?","No"
1141,t0_SRhOLgkk,"A man stands next to a railing in an airport.  He is leaning way back holding on to the rail and is cursing about being there saying handcuff over and over.  Is he cuffed to the rail?","no, I can't see a cuff, but it's  unsure"
1142,TsOW1tJRfKQ,"What happens when a woman gets into a swimming pool?","The woman sits down and bounces back up saying the water feels good."
1143,fXRXOUl4ScE,"how many flips is the woman doing?","three"
1144,anyZy-xrFvw,"What life changing product is being advertized?","Iron-on tape for shortening curtains."
1145,b9c5eJAxL_g,"What happens after a boy is playing a guitar?","After the boy plays a guitar another boy sings."
1146,mK_mVl611uw,"How long has this couple owned the house?","since a year ago."
1147,SNngRWTYK4c,"Why does the man bring the laptop into his office?","He needs it for work."
1148,TbI501espww,"What happens after a young woman on her cell phone in a gym backs up ?","The young woman sits down on a bench press where a man is and ends up on his lap."
1149,UZBk0U-jlQU,"On three different occasions what does this man do with the soccer ball?","As the ball is landing on the ground he is able to completely stop its movement and stand with both feet on the ball."
1150,tuHhQo6gCQE,"What are the four children doing?","They are all dancing in the yard."
1151,lif4sCPmhyc,"What happens to a sketch that a person is drawing by the end of the video?","The Artist fills in part of the drawing in a teal color."
1152,TJhJXMC3g_w,"What happens when the man in orange is shot?","The judge looks shocked."
1153,i9PUIrT2giI,"What kind of video is this?","It is an animated dance video with a woman and a man dancing to music being sung."
1154,rfxDcgqD8xw,"What does the video show?","It shows the last time an Indian singer and rapper drove his tractor prior to his assassination."
1155,feh7X1QmDsA,"How do the four boots differ from one another?","The heel styles and the color of the boots are different."
1156,e15C5-av5dk,"What happens after the woman climbs the steps into the RV?","She leads a video tour of the vehicle."
1157,WRB5VLyPJsE,"What is the statement in this video?","You are 100 percent lying if you say that you expected this ending."
1158,emArU432qfE,"What kind of instrument is being played in this video?","A percussion instrument."
1159,ZLqcVagMd2Q,"Why did the the little muppet laugh?","Because it tripped the big Muppet"
1160,YLrKaIo1IFc,"A woman is singing about a friend who died.  Why is she smiling?","She has happy memories of her friend."
1161,bMfZMluDeXM,"how many weight lifters do we see in the video?","one"
1162,ydl9VVUgkzs,"how many water kettles are in the video?","one"
1163,gIOWnOn4W7g,"What is the rodent doing?","Sitting outside its house looking around."
1164,SlZbYJHxKxE,"how many riders do not wear helmets?","four"
1165,r8CGf8yK0Vk,"What does the Santa Claus character do in this video?","The man in the Santa costume plays a prank on the old man in the car."
1166,f2NA2FKK21s,"How many shirts are hanging on the fixture?","Twelve"
1167,h6CO20M60eQ,"What does the video convey about Joe Biden?","He tried to shake hands with an empty space."
1168,gbujO3mLVzs,"What does the video show?","It shows how big Antarctica is in comparison to other continents on the world."
1169,egW9GQr9g-k,"why is the wife suggesting to the son to go to Target?","to shop with the husbands wallet"
1170,b807iOdcR6g,"what part of his body the speaker touches when gesturing?","his mouth"
1171,yZ67O0I6yGw,"What happens when a man shoots a gun at three children?","Two of the children pretend they are shot falling to the ground."
1172,TWspJCfGBRU,"what did the man pour on the floor?","shredded paper"
1173,p6c0Yqi7iMA,"What sound is heard when the guitarist presses down on Herman Li's head?","A clicking sound."
1174,ytz09SHAe1U,"how many times the man dips his instrument in the glass?","twice"
1175,yMehax4_biQ,"What is observed in the foreground as this Indian woman dances on a set during a video shooting?","A cameraman and an assistant carrying a wound up cord in his hand."
1176,r6HcCrSIjhE,"What happened after the player hit and missed getting the 8 ball in the corner pocket?","The 8 ball banked a couple of times and rolled next to the cue ball opposite a pocket, a perfect safety shot."
1177,U4wue4xg5Ps,"How much noise does the Tesla make when it leaves?","None."
1178,n48Ma_yBCAo,"What is happening in the video?","A man is using a control panel to play a video game."
1179,yQZP43OLq6E,"What is the video showing about teamwork?","The video is showing that everyone has a position on the court."
1180,sYn5AIuwXAU,"What does the narrator offer the viewer?","He offers to buy a coffee for the viewer who correctly guesses how much a coffee costs to be delivered by DoorDash."
1181,klSZJ4-ZSkI,"when do we see the horses?","after the door is opened"
1182,vaUnfGqepGY,"What is the doctor doing to the man's knee?","He is chilling the skin, then injecting prolozone into the joint."
1183,xck1a10XswM,"how many trees we see?","two"
1184,XH1zxxwqolg,"Does the dog like being bathed?","Yes, he is relaxed and not struggling."
1185,uL1b0gPbvRg,"Why is the young woman singing?","She is a contestant in an entertainment show."
1186,WG41I0nL-6Y,"Is this strength test fair?","Yes. they are essentially equal."
1187,bRCAt8MjXnA,"Where is the man in the video?","He is reclining on the roof of a damaged car."
1188,ZfbEYjWy4vs,"What color shirt is Mbappe wearing?","Orange."
1189,rZSxZPYZZNI,"What are the two young women doing in the video?","They are doing a dance based on the child's song of head, shoulders, knees and toes."
1190,uNe-B_UBLw8,"What did the young man do when he couldn't open the water bottle cap with one hand because his other arm was in a sling?","He asked a classmate to open it for him."
1191,T7r6sodOerY,"What does the baby have in his hair?","Tangles and knots."
1192,lIab7FhCdWg,"What does this woman do between the first video clip and the second video clip?","She changes her clothes"
1193,zSqTV72GiJg,"what is the girl eating?","the chocolate coating of the ice cream bars"
1194,VsTnHiVWJRw,"what is the knock out punch we see called?","lower hook"
1195,qaXl9vNhtPk,"A tweezer lifts what looks like an eyelash and dips it into a liquid.  What happens?","A few drops of liquid cling to the eyelash."
1196,wRqMzA8GbUU,"how many burners on this stove top?","three"
1197,b58YJLKphYM,"What is the man doing?","Splitting pumpkins."
1198,kd5MJ4nl554,"What happened after the boy pitched a ball to a player?","The other player missed hitting it with the bat and he picked the ball up and threw it back."
1199,ckQ4D4a2kYU,"What is the third hand and head gesture the man in the video Making?","sleep gesture"
1200,uXIQt824S2Q,"What does this video show?","This video shows how a combination of visual and auditory cues can make a simple action appear sinister."
1201,g-vnBVa7s6E,"What does the person do with the keyboard in the video?","He changes the top of the keys by drawing on them with marker pens."
1202,luIYbHt-eEY,"At the end of the video a young man puts on red sunglasses and then what happens to him?","He is lifted by his straight, stiff legs by two other boys."
1203,TcGsFamNNec,"how many gold coins is the pirate holding?","one"
1204,r-oxi___-Vw,"What is the big announcement former President Trump has to report?","That he will be running for a third run for the White House in 2024."
1205,p0iqYmS9PL4,"how many times the key swings?","ten"
1206,su7kibTBWaU,"What is the woman in the video wearing?","She is wearing a bright red sari with lots of gold jewelry and makeup."
1207,ZFDme8wP1rA,"Is the plant the person picked edible?","I don't know."
1208,qY0m0gy4iWQ,"What happens when the second couple respond ""yes"" when asked if they are new here?","The first couple laughs."
1209,x6rUnvnuT_s,"What is the video mainly about?","The video is about how smart parrots are and how they talk."
1210,hUsIu71xvso,"This long jump contestant represents what country?","China."
1211,tzsokGlRuYg,"What is the first sentence spoken in this video?","My artist told me to let my tattoo dry out."
1212,mDlzaLMh9vs,"What is the woman in the video doing?","She is conducting a man on the street interview."
1213,tC6MsKXdWns,"Why is the woman gesturing while she is singing?","She is trying to get the support people to raise the in-ear monitor volume for her."
1214,_sG-HFEzmPY,"what is the woman bouncing on the ground?","a water bottle"
1215,sHQUwt4C384,"What does the woman do in this video?","She is uncomfortable being so close to the man behind her while he puts his hand on her hip. Then she gets off to bus."
1216,jEOSXv7sytw,"Is the motorcycle moving on the road?","No"
1217,ybirCtN6YwA,"What happens after the man runs a knife over a block?","The man demonstrates the knife is sharper."
1218,TchrP46T2dc,"what does the white part do?","control the drone"
1219,tAviu5cxBQs,"What is the incident reported in the video?","An oil tanker was attacked by an explosive laden boat in Saudi Arabia."
1220,tql8g1ah6YA,"What is the video mainly about?","The video has shows different type and colors of calves."
1221,X4Oazwfh7Cc,"Why does this fashion designer model clothes by a rival designer?","To show how unacceptable they are."
1222,cnN2t-XIZNU,"How many characters are in the video?","There are two characters in the video."
1223,k5fa1_TYrfw,"What would be the most accurate description of the background music for this video?","Female vocal."
1224,qeK6zifco7A,"What sound is coming from the audience or crowd in the background?","Screams and cheers."
1225,m-iwt_-YR-s,"How did the Pacman character acquire braces?","They were the last thing it ate in the video."
1226,syeApfevJAM,"what advantage does the giraffe uses most effectively against predators?","its height"
1227,hXOyhTT3g1s,"when does the tiger trainer appear in the video?","after the tigers walk through the corridor"
1228,WLLrq4h42PM,"What happens by the end of he video?","A man and woman take off down the road on their motorcycles."
1229,vsWQ1xPc1_E,"what is the man making?","pottery"
1230,XeCHzhrCAZI,"Why has a man attached a cigarette and a tube into a piece of raw meat?","The cigarette and tube has been attached to a piece of raw meat to demonstrate what happens to your lungs when you smoke."
1231,U_bBL63TwsA,"Is the singer in sync with the sound?","Not at all."
1232,bwJqk88Pnyg,"What happens after a women gets her lingual frenulum pierced?","While the lady is piercing it, she closes her mouth causing it to fall out."
1233,XQJ8AaqtvHU,"What happens to a drawing after the artist is done drawing?","The art piece is the drawing of a person."
1234,TaAdQitlh_o,"Why does the boy yell?","Something is hurting him."
1235,fE-Z9cvebkI,"What are the next steps in this cleaning procedure after opening the packet and pouring it into the toilet?","Let it foam and use a toilet brush."
1236,iG7Iq2W9jgI,"Can a deepneck dress be worn modestl?","Yes, just wear it backwards."
1237,kx1BdsEgpz0,"What is the woman in the video demonstrating?","She is showing how to wind up long hair and keep it in place."
1238,ifeVoHFcuMs,"What does the man do after he get the lid on the cage with the cobra in it?","He walks away."
1239,Rz0GkvEA04k,"What happens after the man finishes cooking a meal?","The man sits down crossed legged and eats the meal that was just prepared."
1240,j1z6mjEqZfo,"how many cars in the video?","one"
1241,Q_UdH8mJ9tY,"What did the older woman do different after the young woman in the video?","The younger women used a blow dryer to dry their hair and the older woman used a band and flipped her hair until dry."
1242,titfQspousI,"How many guns have a scope on them?","one"
1243,mfguOoaf4Ss,"What happens to the dogs by the end of the video?","German shepherd dogs are walking around a yard with some men and one is in a kennel."
1244,UleiBd_l0xo,"What is the first spoken sentence in this video?","His dog loves watching sunsets."
1245,iU2KVGcYwn0,"How many horsepower on the car?","An inaudable number."
1246,_P-wEj9KMWU,"what does the woman do after arranging her hair?","She puts a white cloth over it"
1247,l15u-E1YWSg,"What happens after a toy truck runs over two small plates a little boy put in the mud?","When the toy truck rolls over the plates, it gets covered in the mud."
1248,u2vmyDlz9Yk,"Where is the boy sitting?","On the toilet."
1249,w_L3ZOExalc,"What is the tiger doing with the dog?","The tiger is friends with the dog and is playing with it."
1250,s0F20rK_gkQ,"How many people are watching the vegetable salesboy?","Five."
1251,ahgOvFzw_IA,"How does this cutting tool prepare a stalk for grafting?","It makes two different kinds of cuts, a male and a female cut, that can be fitted together and stabilized."
1252,tZtvBxfFSh0,"Why is the woman in the yellow and orange clothes showing her hands to the camera?","She has had them henna dyed in preparation for her wedding."
1253,aucd672d2lk,"Why should people never pay Parking charges?","BECAUSE THEY ARE ISSUED BY PRIVATE COMPANIES THAT DO NOT HAVE THE LEGAL RIGHT TO ISSUE FINES."
1254,uG-D8YrTGJY,"What happens by the end of this video?","One of the players has his racket head break off during play."
1255,eOZ5y2m3c1s,"how many hotdogs are on the right side after the last on is added on top?","fourteen"
1256,YSoSm2IE7fU,"what is the setting at the beginning of the video?","a news conference"
1257,iTpTR-0kKAA,"Did the man in black get hit?","yes, twice in the chest."
1258,qmOknRiqVto,"how many people got run over by the blue car?","one"
1259,pkh1GihSUYk,"What makes a player say ""Oh my god""?","Hearing "Everybody's on""
1260,h5BDsneSkwg,"What are the names of the interviewer and interviewee?","Ellen De Generis is interviewing Cardi B."
1261,wGPXevmcns4,"Why is the cat's rught eyeball sticking out?","Its neck is being pinched too tight."
1262,vuAIh-gokxI,"What scores is the young sports announcer breaking down?","The sports announcer is providing scores for 5 NHL players."
1263,n-QuNUweEBY,"What country does the map show ?","South Korea."
1264,nK0pkrlWbhk,"when is the woman spitting?","after tasting the ketchup from the bottle"
1265,ppQJwWGAqSw,"What happens to the woman in this video as she is being manhandled?","She falls in the street."
1266,fYlXXmYdIXY,"Who does the man in the white robe say hello to?","Sissy."
1267,jdemNdUCdr4,"To what is the person on the video comparing the twisted wire?","They are showing a safer and quicker way to connect two pieces of wire frame together with out having a sharp end sticking out."
1268,v9DLzMJ5b4c,"how many people are seen at the end of the video on the left side of the screen by the green tree?","three"
1269,yaFHsYPCICU,"What is the video about?","The video is focused on a variety  of things a man does."
1270,n8NjcQe9HRA,"What does the vehicle's dash cam show at the roundabout?","A van just ahead of the dash cam's vehicle swerves on the rain soaked road, then recovers."
1271,k1iFWrQUjcs,"What is the young couple doing?","They are recreating the ring ceremony picture they had taken five years previously."
1272,Ymu-w5QSG-o,"What color ball does the kid in the blue shirt take?","Pink."
1273,ZrfLytCk-pU,"what is the last gesture the woman is doing at the end of the video?","she blows a kiss"
1274,SYwbOfhz7RQ,"What is the toddler doing with the sheet of nori?","She is copying how her father ate it by stuffing the entire sheet whole into her mouth."
1275,aIn0LElWrGA,"What is the man doing?","Using a fishing rod to catch a car."
1276,lqYmw5r_hcA,"How much of Marvel Mystery Oil do you use?","Four ounces per ten gallons of gasoline."
1277,feFMooMJmWU,"Why are these boys kicking the ball?","To become proficient in aiming it between the goal posts."
1278,W9txKOK68Gw,"What instrument is heard in this video?","A piano."
1279,Uyt1FV5kQNQ,"when does the pacman turn blue?","after it eats the ice cream"
1280,vXBxjutiowk,"What happens when the older boy cuts the string?","The apple falls."
1281,q9QRwblq15c,"Does the little girl get a fair share of the ice cream?","Yes, she and her father each get very big shares. "
1282,wNhAfsN8wgU,"is this mango ripe?","no"
1283,zilHV9255ok,"What is the woman speaker's role ?","She is the anouncer who tells the audience what the man on stage is going to talk about."
1284,hD2_Zih1q9w,"How is the father punished for biting the popsicle?","He gets bonked on the head."
1285,ivaI2KxkaIo,"What can be inferred to happen after the man tosses the toy plush animals away in the field?","They come to life in adult size."
1286,rf0313gIvTQ,"What happens before the boy jumps into the water?","He runs toward the pool.."
1287,frkpDX-8a5M,"What happens after an old war plane drops a bomb?","There is a huge explosion."
1288,XR_6snKE6dM,"What instrument is heard in this video?","A guitar."
1289,e_2mcypSbrQ,"how many motorcycles are moving?","one"
1290,fc43Pftaxn8,"What happens after a man gets up in a tractor trailer truck?","Another man tell him to blow the loud horn to let someone else know he is there."
1291,fTHr_xoLc7M,"What does the woman's T-shirt say?","Next Episode"
1292,_IqB-B3mp4I,"What happened the second time a man entered the bedroom where a woman was laying in the bed?","The second time the man entered the room, the woman laying n the bed game him a hug."
1293,nATy-XvGQqQ,"how many earrings we see in the video?","one"
1294,qRFO8DqbzJA,"Do the talking fingers sound like the stuffed toys?","No, they talk like squeaking people."
1295,p7iyjJdee08,"How do we know that this video is fake?","The man throws a flat skipping stone across the water and it becomes a flaming motorized projectile."
1296,cm8S_03K5BA,"Does the dog like the girl's food?","It does not get a taste."
1297,XDhNtTP-F0U,"What are the last two words in this video?","Oh, no!"
1298,zJideDXZ9Iw,"What is this video about?","It is an advertisement for a computer game."
1299,jQwC6sN2iWs,"What does the cook do to the pitai in the video?","He heats it on a flat griddle, then folds it and beats it until it starts to shred."
1300,e6uHAjTRBxw,"Can the woman make a sandwich for the customer?","Yes, if she is paid in advance."
1301,i3HKwpYw3g0,"What did the man do after giving the fox two drinks of water from his water bottle?","He gave the bottle to his hiking mate."
1302,TBdXSt-siZA,"what energy source is used in medical scan machines?","nuclear"
1303,UV4QRrNBVX0,"What song is the cat mouthing in the video?","The cat is mouthing with his tongue Row Row Row your Boat."
1304,pq5qFfGQUSM,"How many tries doess it take for the mall to get into the barrier?","six."
1305,j-6tFbNtars,"What happens if you remove a CMOS battery from a running desktop computer?","Nothing, until you restart the computer when it will revert to default settings."
1306,yzhwc3cykGE,"How many crunchy things does the woman dip into the sauce on her left?","One."
1307,aNIDFn1qb78,"What happens at the end of the video?","A woman holds up three fingers showing that she only uses the three products shown in the video."
1308,hZSnpk88glc,"What happens after a lot of friends come through a door and the last person is laid out on the floor?","When the woman sees the man laid out on the floor, she is shocked and confused."
1309,xU1Wyw-ojO8,"What does the young woman do in the video?","She dresses in a new prom dress, and high heels."
1310,Rx_OJLmBPTQ,"What happens to the young boy who is yelling rebelliously? ","He is tied up with rope to a motorcycle by two young men."
1311,teyDghL1xwg,"in the first scene of the video","black"
1312,axjzzFja-9U,"What is someone asking a man holding a cell phone?","He is being asked questions regarding a video game."
1313,VEUVO0Ie82U,"how many successful tries do we see?","one"
1314,e71NcBVk148,"What happens the first time the father looks at the son?","The son makes funny faces and noises."
1315,gNqLBMzLdq0,"how many people are dancing in the video?","three people"
1316,QPyFJzc9Cj0,"Which player scores a goal?","The one in the red jersey."
1317,sQwEr6GMagE,"how many pairs of shoes are missing from the shoe stand after the woman picks up a pair?","two"
1318,quxlyvm5qv0,"what kind of photography technique is used ?","time lapse photography"
1319,ojVWGL4LBWU,"How many stories is this building?","three"
1320,U1Z1rz7NujI,"What does the woman do with the stone she is holding in her hand?","She lets the two halves fall apart, revealing a gemstone."
1321,y17v0TCbm08,"What changes occurred in the man's body in 90 days?","He gained muscle and lost weight."
1322,vAZIxMIZNrI,"What does this video show?","It shows how a scene in the movie, 'the Mask', was made."
1323,ROz_PXHK6j8,"What is happening to the young man?","The young man is being given a pat down at a TSA checkpoint."
1324,vVm8NykvJbw,"What are the cartoon letters saying?","Each of the three letters says their name in english."
1325,oF_uBmyi_6U,"how many soldiers in the video?","one"
1326,V9TjFDZjknU,"is it a video of still shots or live video?","it is a video of still shots"
1327,s9alDuzM0zg,"What three tips does the woman give the man riding in the car with his dog?","Use up his energy so he will be tired, don't feed him before the ride and use a lease to protect him."
1328,cxuk-oAXXW0,"how many pairs of eye glasses in the video?","two"
1329,yBS40yn-aZM,"What clue is there that this woman is surprised at the end of the video?","She takes in an audible breath and yells, Oh, my god!"
1330,xKCDpRUDc30,"What clues suggest the woman is planning a surprise?","She is wearing a mask, she is hiding around a corner, and she puts her finger up to her mouth to indicate to be quiet."
1331,ufvWBs6kmY0,"What is the couple in this video doing?","They are sailing a brand new very expensive sailing yacht."
1332,eyw523jdXbg,"what is on the tv screen?","a workout program"
1333,V0kVWosDj-c,"What is this man putting in his motorcycle muffler?","A specific kind of oil."
1334,oNy2QD8aljc,"What is the boy doing with his toy metal and plastic bulldozer?","Unscrewing a wing nut."
1335,cxUN9jKz-1M,"A puppet seems to be splashing red liquid onto the street.  Why is she doing that?","I don't know."
1336,vbqNPAshCKM,"What is the young girl complaining about?","Every time she tries to practice singing, her famous mother, Mariah Carey, jumps in to sing with her."
1337,vMfv-NIXErE,"why does the dog float immediately?","his down hair coat keeps air under the water"
1338,zN8VzLiYGH8,"What does the woman want in the cat costume?","A cute seductive look."
1339,l9kbolkl7ZU,"What happens after the woman stands up from the spool?","The spool starts rolline downhill."
1340,Vr9fpUU7px8,"is this landscape real or a video game?","video game"
1341,vwdS2Nq8dXw,"What does the video show?","A young man jumps into the water holding a ball, which is propelled into the air."
1342,SM3GbQgs3dY,"Why did the two Caucasian boys drive off with Nathan's car at the end of the video?","Because they won Nathan Davis' singing challenge."
1343,X94qIxdLx0E,"What's the difference between the two videos?","The soundtracks are different."
1344,ulacAQmjHvw,"What does a man do after shooting a ball through a basketball hoop?","After shooting a ball through a basketball hoop, the man get into a car and calls NBA to let them know he has a candidate for them."
1345,oChs8bWlaTc,"What caused the woman to be so surprises?","The woman in the video is surprised because she finds out someone is finally in a relationship."
1346,rq2ir8JwQwA,"How many coconuts are on the two trees at the end of the video?","six"
1347,ssYzAdqZ_Do,"Can a hair transplant immediately give you  much longer hair?","No, it needs time to grow."
1348,ZKWrzqFcEXQ,"what happens in this video after the fire work reaches top altitude?","night turns into day"
1349,fI2jDg8LQ6Y,"What airline is being advertised here?","Japan Airlines."
1350,l3EgB4gU8hE,"What instrument is heard at the beginning of this video?","Piano."
1351,r5QjVDBUfEA,"What is the answer to the question the video poses?","The man saw his mother in law's face two minutes after seeing his wife's face after the wedding."
1352,yEEizsB0gMU,"how many referees we see in the video?","one"
1353,Stj3aWT--6M,"After the drum solo at the beginning","Alto saxophone."
1354,mKhdl3oWV5k,"What does the security guard say?","Freddie, you're supposed to be on lockdown."
1355,bLG0cvXoSb0,"How many balls are juggled in the video?","2"
